CandidateID,exper,incent,ticket,member,earning fm,depend,work,Graduate,language_sorted,detected_languages,sentiment,CV_Score_1_to_5,Performance
EMP0789,,15000,1200000,3,,2,,0,1,"['English', 'Telugu']",1,3.832907785,1
EMP0671,0,0,25000,1,1,2,1,0.43,1,"['English', 'Hindi']",1,2.96149552,0
EMP0787,,5000,1200000,5,,2,,0,0,['English'],1,3.166833042,1
EMP0457,5,5000,2000000,5,4,2,1,1,1,"['English', 'Hindi', 'Punjabi']",1,4.221938523,0
EMP0065,4,15000,125000,1,2,1,1,0.43,1,"['English', 'Hindi']",1,4.01015781,0
EMP0103,10,15000,400000,5,0,4,1,0.43,-1,[],-1,3.555863781,1
EMP0837,,15000,1200000,1,,2,,0,1,"['English', 'Hindi', 'Kannada', 'Telugu']",1,3.555863781,1
EMP0375,3,5000,2000000,5,2,3,1,1,1,"['English', 'Hindi', 'Kannada']",1,3.166833042,0
EMP0567,0,0,0,5,2,3,1,1,1,"['English', 'Hindi', 'Kannada']",1,3.166833042,0
EMP0278,7,15000,1000000,1,1,2,1,0.08,1,"['English', 'Tamil']",1,3.177710258,1
EMP0374,8,8000,2000000,5,2,2,1,1,1,"['English', 'Hindi']",1,3.166833042,1
EMP0218,6,5000,400000,3,1,2,1,1,1,"['English', 'Tamil']",1,4.221938523,0
EMP0884,3.583333333,15000,1200000,5,,3,1,1,-1,[],1,3.832907785,1
EMP0777,,2000,1200000,1,,1,,0,1,"['English', 'Malayalam']",1,3.264727978,0
EMP0238,6,5000,1000000,3,1,3,,0.43,1,"['English', 'Tamil']",1,3.555863781,1
EMP0064,2,5000,400000,3,0,3,1,1,-1,[],1,3.166833042,0
EMP0128,7,5000,1000000,3,2,2,1,1,1,"['English', 'Hindi', 'Bengali']",1,3.832907785,0
EMP0514,12,15000,2000000,1,1,2,1,1,1,"['English', 'Hindi']",1,3.166833042,0
EMP0157,7,15000,2000000,3,1,3,1,1,1,"['English', 'Tamil']",1,2.237820118,0
EMP0517,10,5000,1000000,3,0,4,1,1,1,"['English', 'Hindi', 'Kashmiri', 'Urdu']",1,2.849508785,0
EMP0491,2,5000,0,3,5,4,1,0.03,1,"['English', 'Telugu']",1,3.555863781,1
EMP0870,2.419166667,8000,1200000,5,,2,1,1,-1,[],1,3.166833042,0
EMP0445,6,0,125000,5,2,1,1,0.43,1,"['English', 'Hindi']",1,4.610969262,1
EMP0905,,5000,1200000,3,,0,,0,1,"['English', 'Kannada']",1,2.572464781,1
EMP0362,1,15000,2000000,3,1,2,1,1,1,"['English', 'Hindi']",1,3.166833042,1
EMP0680,6,15000,2000000,3,0,3,1,1,1,"['English', 'Hindi']",1,3.555863781,1
EMP0044,0,0,0,3,2,3,1,1,1,"['English', 'Telugu']",1,4.221938523,1
EMP0396,6.6,15000,25000,3,1,3,1,1,1,"['English', 'Hindi', 'Telugu']",1,2.572464781,0
EMP0252,2,15000,2000000,3,1,4,1,1,1,"['Tamil', 'Telugu']",1,3.199464688,1
EMP0258,2,5000,0,3,2,2,1,1,1,"['English', 'Tamil']",1,3.238539523,0
EMP0772,,0,400000,5,,2,,0,1,"['English', 'Malayalam']",1,4.333925258,0
EMP0276,2,5000,125000,3,0,4,1,0.08,-1,[],1,3.166833042,0
EMP0246,5,5000,2000000,3,1,2,1,0.43,1,"['English', 'Tamil']",1,2.583341996,0
EMP0591,7,15000,2000000,3,0,5,1,0.43,1,"['English', 'Hindi']",1,3.553978761,0
EMP0026,3,5000,2000000,3,1,1,1,1,1,"['English', 'Hindi']",1,3.166833042,1
EMP0289,6,0,0,5,2,2,1,1,-1,[],0,1,0
EMP0857,2,5000,1200000,5,,4,1,1,1,"['English', 'Hindi', 'Kannada']",1,4.610969262,0
EMP0243,2,15000,2000000,3,10000,3,1,0.08,1,"['English', 'Tamil']",1,3.166833042,0
EMP0425,1.5,5000,1000000,3,1,3,1,1,1,"['English', 'Hindi', 'Telugu']",1,2.583341996,1
EMP0486,3,5000,2000000,3,1,2,1,0.43,-1,[],1,2.183434043,1
EMP0193,7,15000,2000000,5,1,2,1,1,1,"['English', 'Tamil']",1,3.627570262,1
EMP0328,4,15000,2000000,3,1,3,1,1,1,"['English', 'Hindi']",1,3.832907785,1
EMP0839,,15000,1200000,3,,0,,0,-1,[],-1,3.577618211,0
EMP0381,3,0,25000,1,15000,1,1,1,1,"['English', 'Hindi']",1,3.932132285,0
EMP0459,5,8000,400000,3,1,3,1,1,1,"['English', 'Hindi', 'Marathi']",1,4.221938523,1
EMP0259,4,15000,2000000,1,1,2,1,0.43,1,"['English', 'Tamil']",1,2.572464781,0
EMP0237,1,0,1000000,3,2,3,1,0.43,1,"['English', 'Tamil']",1,3.166833042,1
EMP0844,,8000,1200000,5,,0,,0,1,"['English', 'Hindi', 'Punjabi']",1,3.832907785,0
EMP0129,0,0,0,3,1,3,1,0.43,-1,[],1,2.96149552,0
EMP0584,10,8000,2000000,5,1,3,1,0.43,-1,[],1,2.572464781,0
EMP0389,2,8000,2000000,3,1,2,1,0.03,1,"['English', 'Hindi', 'Marathi']",1,3.555863781,1
EMP0824,0,8000,400000,1,,2,1,1,-1,[],1,3.832907785,0
EMP0833,,15000,25000,5,,3,,0,1,"['English', 'Kannada', 'Tamil', 'Telugu']",1,2.183434043,0
EMP0009,13,8000,2000000,1,1,2,1,1,-1,[],1,3.947443525,0
EMP0566,2,8000,1000000,3,1,1,1,1,-1,[],1,3.166833042,0
EMP0203,3,5000,2000000,3,1,2,1,1,1,"['English', 'Tamil']",1,3.166833042,1
EMP0456,0.4,5000,1000000,5,1,3,1,0.43,1,"['English', 'Hindi']",1,3.86553943,0
EMP0041,8,15000,125000,5,0,4,1,0.43,1,"['English', 'Hindi', 'Telugu']",1,2.936526506,1
EMP0854,6,15000,400000,3,,3,1,1,-1,[],1,2.183434043,0
EMP0843,,15000,1200000,3,,2,,0,-1,[],1,2.183434043,1
EMP0701,1,2000,125000,5,3,0,1,1,1,"['English', 'Hindi', 'Telugu']",1,4.221938523,1
EMP0126,7,15000,2000000,5,50000,1,1,0.43,-1,[],-1,3.242973548,0
EMP0574,10,15000,400000,5,2,3,1,0.43,1,"['English', 'Hindi', 'Bengali']",1,2.183434043,0
EMP0490,4,15000,2000000,5,2,1,1,1,0,['Hindi'],1,2.605096427,0
EMP0892,0,15000,1200000,3,,1,,0,-1,[],1,3.166833042,0
EMP0094,2,8000,400000,1,1,2,1,1,1,"['English', 'Hindi', 'Marathi']",1,2.594219211,1
EMP0471,4,5000,125000,3,1,2,1,1,1,"['English', 'Hindi', 'Malayalam', 'Tamil']",1,2.572464781,0
EMP0075,14,5000,125000,5,0,5,1,1,1,"['English', 'Hindi', 'Malayalam']",1,3.621127072,0
EMP0558,3,5000,1000000,5,4,4,1,0.43,1,"['English', 'Hindi']",1,3.832907785,0
EMP0340,3,15000,0,3,1,1,1,0.43,1,"['English', 'Hindi']",1,2.183434043,0
EMP0175,16,5000,0,3,0,3,1,1,1,"['English', 'Hindi']",1,3.166833042,1
EMP0610,9,15000,1000000,5,0,5,1,1,-1,[],1,3.166833042,0
EMP0726,,5000,400000,5,,5,,0,1,"['English', 'Marathi']",1,3.166833042,0
EMP0240,2,5000,2000000,1,1,0,1,0.08,1,"['English', 'Tamil']",1,3.638447477,0
EMP0364,2,0,2000000,3,1,2,1,1,1,"['English', 'Tamil', 'Telugu']",1,3.188587473,0
EMP0880,7.666666667,2000,25000,1,,1,1,1,1,"['English', 'Hindi', 'Tamil']",1,3.566740996,1
EMP0885,6.333333333,15000,1200000,5,,5,1,1,1,"['English', 'Hindi']",1,3.166833042,1
EMP0154,6,15000,125000,3,2,2,1,0.43,-1,[],-1,3.166833042,1
EMP0484,4,8000,1000000,3,1,2,1,1,1,"['English', 'Malayalam', 'Tamil']",1,2.194311258,0
EMP0894,3.833333333,8000,1200000,5,,3,1,0.43,0,['English'],1,3.166833042,1
EMP0383,5,15000,2000000,1,0,1,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.166833042,1
EMP0173,10,5000,25000,3,10000,4,,0.43,1,"['English', 'Hindi']",1,3.871303019,0
EMP0790,6.583333333,15000,1200000,3,,3,1,1,1,"['English', 'Hindi']",1,3.555863781,1
EMP0797,3.416666667,5000,1200000,3,,3,1,0.43,1,"['English', 'Hindi', 'Telugu']",1,3.843785,0
EMP0611,3.5,5000,125000,5,500000,3,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.952557151,1
EMP0017,6,2000,2000000,3,3,2,1,0.43,1,"['English', 'Hindi', 'Punjabi']",1,4.254570168,0
EMP0101,6,8000,25000,5,3,5,1,1,1,"['English', 'Telugu']",1,2.572464781,0
EMP0718,,8000,1200000,3,,2,,0,-1,[],1,2.194311258,0
,1,15000,0,5,60000,2,1,1,1,"['English', 'Tamil']",1,3.555863781,1
EMP0308,4,5000,2000000,3,2,2,1,0.08,-1,[],0,3.166833042,1
EMP0307,8,15000,2000000,5,1,4,1,0.43,1,"['English', 'Tamil']",1,3.832907785,0
EMP0405,5,8000,400000,5,1,4,1,1,1,"['English', 'Hindi']",1,3.166833042,0
EMP0391,3.4,5000,125000,3,2,0,1,1,1,"['English', 'Hindi', 'Gujarati', 'Marathi']",1,2.237820118,0
EMP0135,1,15000,400000,3,2,4,1,0.08,-1,[],1,2.849508785,0
EMP0825,3.5,5000,1200000,1,,2,1,1,1,"['English', 'Hindi']",1,3.555863781,0
EMP0151,3,5000,2000000,1,0,2,1,1,1,"['English', 'Tamil']",1,3.166833042,0
EMP0737,,0,0,5,,5,,0,1,"['English', 'Hindi']",0,4.610969262,1
EMP0704,5,8000,1000000,1,1,1,1,0.03,1,"['English', 'Hindi', 'Gujarati']",1,2.572464781,1
EMP0831,5.633333333,0,1200000,5,,2,1,1,1,"['English', 'Hindi', 'Urdu']",1,3.166833042,0
EMP0453,2,5000,25000,3,1,3,1,0.43,1,"['English', 'Hindi', 'Urdu']",1,3.555863781,0
EMP0309,3,15000,400000,3,1,2,1,1,1,"['English', 'Tamil']",1,4.221938523,0
EMP0382,5,15000,1000000,5,2,3,1,1,-1,[],1,2.572464781,1
EMP0134,12,8000,2000000,3,1,3,1,1,1,"['English', 'Hindi']",1,3.199464688,1
EMP0081,2,0,0,5,0,3,1,0.43,-1,[],1,3.238539523,0
EMP0060,1,5000,400000,3,25000,2,1,1,1,"['English', 'Hindi', 'Malayalam']",1,4.333925258,0
EMP0350,6,5000,2000000,1,0,2,1,1,1,"['English', 'Hindi']",1,3.166833042,0
EMP0163,4,15000,1000000,5,100,3,1,1,-1,[],1,2.583341996,0
EMP0632,8,15000,125000,3,1,3,1,0.43,1,"['English', 'Hindi']",1,3.553978761,1
EMP0815,2,15000,400000,5,,0,1,1,1,"['English', 'Hindi']",1,3.166833042,0
EMP0590,5,15000,2000000,5,1,3,1,0.43,1,"['English', 'Hindi']",1,1,1
EMP0095,2,15000,400000,5,1,1,1,1,1,"['English', 'Hindi', 'Punjabi']",1,4.610969262,0
EMP0195,0,0,0,3,2,2,1,0.43,1,['Tamil'],1,3.166833042,0
EMP0898,0,15000,1200000,3,,3,1,1,1,"['English', 'Hindi', 'Kannada']",1,2.583341996,0
EMP0211,7,5000,125000,5,2,5,1,1,1,['English'],1,2.183434043,0
EMP0643,15,5000,2000000,3,0,4,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.627570262,1
EMP0909,0,5000,1200000,1,,1,,0,1,"['English', 'Hindi', 'Telugu']",1,3.832907785,0
EMP0715,4,2000,1200000,5,,5,1,1,1,"['English', 'Hindi']",1,3.577618211,0
EMP0748,,15000,25000,5,,4,,0,-1,[],1,3.932132285,1
EMP0155,4,15000,25000,5,1,4,1,1,1,"['English', 'Hindi']",1,4.221938523,0
EMP0716,,5000,400000,3,,1,,0,1,"['English', 'Hindi']",1,2.572464781,0
EMP0057,2,2000,400000,5,0,5,1,1,1,"['English', 'Hindi']",1,3.166833042,0
EMP0794,0,0,1200000,1,,0,1,1,1,"['English', 'Hindi', 'Punjabi']",1,3.832907785,0
EMP0699,6,15000,1000000,1,0,2,1,1,1,"['English', 'Hindi', 'Bengali']",1,2.96149552,0
EMP0033,4,15000,125000,3,200000,1,1,1,1,"['English', 'Hindi']",1,2.572464781,0
EMP0930,0,15000,1200000,5,,4,,0,-1,[],-1,3.555863781,0
EMP0037,3,5000,25000,5,3,4,1,1,-1,[],1,3.832907785,0
EMP0384,5,15000,400000,3,0,5,1,1,1,"['English', 'Hindi', 'Urdu']",1,2.183434043,1
EMP0196,10,15000,2000000,5,3,5,1,1,1,['Tamil'],1,3.947443525,0
EMP0141,5,15000,2000000,3,2,4,1,1,1,"['English', 'Hindi']",1,3.166833042,1
EMP0228,7,5000,2000000,3,1,3,1,0.43,1,"['English', 'Tamil']",1,3.166833042,0
EMP0132,7,15000,400000,3,2,1,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.86553943,1
EMP0765,,2000,0,3,,1,,0,-1,[],1,2.936526506,0
EMP0137,10,0,2000000,3,1,2,1,1,1,"['English', 'Hindi']",1,2.183434043,0
EMP0518,4,8000,0,3,2,2,1,1,1,"['English', 'Hindi', 'Gujarati']",1,2.183434043,0
EMP0700,18,15000,2000000,3,0,2,1,1,1,"['English', 'Hindi', 'Bengali']",1,4.221938523,1
EMP0210,0,0,0,3,2,3,1,0.43,1,"['English', 'Tamil']",1,3.242973548,0
EMP0922,,5000,1200000,3,,2,,0,-1,[],0,2.183434043,0
EMP0865,0,15000,400000,5,,4,,0,-1,[],1,2.605096427,0
EMP0488,8,5000,25000,3,1,2,1,0.43,1,"['English', 'Hindi', 'Marathi']",1,3.166833042,0
EMP0187,3,15000,400000,3,2,2,1,1,1,"['English', 'Tamil']",1,2.594219211,1
EMP0205,1.5,15000,400000,3,1,3,1,0.43,-1,[],1,2.572464781,0
EMP0073,3,5000,1000000,3,2,1,1,1,1,"['English', 'Malayalam']",1,3.621127072,0
EMP0816,4.916666667,15000,1200000,5,,0,1,1,1,"['English', 'Hindi']",1,3.832907785,1
EMP0216,1,8000,125000,3,2,0,1,1,-1,[],-1,2.183434043,0
EMP0928,7,15000,1200000,3,,2,,0,1,"['English', 'Hindi', 'Telugu']",1,3.166833042,1
EMP0045,1,5000,0,5,3,2,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.166833042,0
EMP0231,7,8000,400000,3,2,4,1,0.43,1,"['English', 'Tamil']",1,3.166833042,0
EMP0682,4,8000,400000,3,2,0,1,0.43,1,"['English', 'Hindi', 'Marathi']",1,3.638447477,1
EMP0030,4,5000,125000,1,1,1,1,0.43,1,"['English', 'Hindi', 'Marathi']",1,3.188587473,0
EMP0433,2,5000,1000000,3,1,2,1,0.43,1,"['English', 'Hindi', 'Marathi']",1,3.566740996,1
EMP0795,,2000,400000,3,,2,,0,1,"['English', 'Hindi', 'Telugu']",1,3.166833042,0
EMP0808,4.25,15000,1200000,1,,0,,0,1,"['English', 'Hindi']",1,3.166833042,0
EMP0507,8,2000,125000,5,3,2,1,1,1,"['English', 'Hindi', 'Gujarati']",1,2.194311258,0
EMP0077,2,15000,1000000,3,0,3,1,1,1,"['English', 'Hindi']",1,3.166833042,1
EMP0860,5,2000,1200000,5,,3,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.166833042,0
EMP0320,2,5000,125000,3,2,0,1,0.43,1,"['English', 'Tamil']",1,3.871303019,0
EMP0082,5,5000,2000000,3,1,2,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.555863781,0
EMP0690,2.5,2000,125000,1,1,0,1,0.43,-1,[],1,3.843785,1
EMP0153,10,15000,2000000,3,1,2,1,1,1,"['English', 'Tamil']",1,3.952557151,0
EMP0254,4,8000,400000,5,2,3,1,1,1,"['English', 'Tamil']",1,4.254570168,0
EMP0914,2,5000,400000,3,,1,1,1,1,"['English', 'Kannada']",1,2.572464781,0
EMP0067,6,15000,1000000,3,2,2,1,0.43,0,['English'],1,2.194311258,0
EMP0555,2,5000,2000000,3,2,0,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.555863781,0
EMP0621,2,8000,2000000,3,2,4,1,0.43,1,"['English', 'Hindi', 'Malayalam', 'Tamil', 'Telugu']",1,3.166833042,0
EMP0731,,15000,1200000,3,,3,,0,1,"['English', 'Hindi', 'Kannada', 'Telugu']",1,3.832907785,0
EMP0434,6,5000,2000000,1,0,1,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.166833042,1
EMP0730,0,15000,1200000,5,,4,,0,1,"['English', 'Hindi']",1,2.237820118,0
EMP0540,5,15000,400000,3,1,1,1,0.43,1,"['English', 'Hindi', 'Punjabi']",1,2.849508785,0
EMP0423,4.5,5000,2000000,3,2,3,1,0.43,1,"['English', 'Hindi']",1,3.555863781,0
EMP0366,1.5,8000,400000,3,1,0,1,1,1,"['English', 'Hindi', 'Gujarati']",1,3.166833042,0
EMP0888,0,0,0,5,,5,1,1,-1,[],1,4.610969262,0
EMP0357,1,0,1000000,1,2,0,1,1,-1,[],1,2.572464781,1
EMP0279,6,5000,1000000,3,3,3,1,0.08,1,"['English', 'Tamil']",1,3.166833042,0
EMP0630,3,2000,400000,5,1,5,1,0.43,1,"['English', 'Telugu']",1,3.555863781,1
EMP0052,4.5,15000,125000,5,3,4,1,0.43,1,"['English', 'Tamil']",1,4.221938523,1
EMP0072,9,5000,0,5,1,4,1,1,0,['English'],-1,2.572464781,0
EMP0829,2,5000,400000,5,,3,1,1,1,"['English', 'Hindi']",1,3.199464688,1
EMP0644,1,0,0,1,1,0,1,1,1,"['English', 'Hindi', 'Gujarati']",1,3.238539523,0
EMP0399,10,15000,2000000,3,2,2,1,1,-1,[],1,4.333925258,1
EMP0450,3,8000,1000000,3,1,2,1,1,-1,[],1,3.166833042,1
EMP0247,2,15000,400000,3,1,3,1,0.43,1,"['English', 'Hindi', 'Marathi']",1,2.583341996,0
EMP0735,,15000,1200000,3,,0,,0,-1,[],1,3.553978761,0
EMP0127,6,15000,2000000,3,0,2,1,0.43,1,"['English', 'Tamil']",1,3.166833042,1
EMP0560,2,0,125000,3,0,2,1,1,1,"['English', 'Hindi']",1,1,1
EMP0239,8,15000,400000,3,0,3,1,0.43,1,"['English', 'Tamil']",-1,4.610969262,1
EMP0861,4.208333333,5000,400000,5,,2,1,1,-1,[],1,3.166833042,0
EMP0668,6,15000,1000000,5,2,4,1,1,-1,[],1,2.583341996,1
EMP0741,0,15000,1200000,3,,3,1,0.43,1,"['English', 'Hindi', 'Kannada']",1,2.183434043,1
EMP0799,0,5000,400000,5,,2,1,1,1,"['English', 'Hindi', 'Gujarati']",1,3.627570262,0
EMP0139,8,15000,125000,5,2,0,1,1,1,"['English', 'Telugu']",1,3.832907785,1
EMP0494,0,0,0,3,1,3,1,1,-1,[],1,3.577618211,0
EMP0867,5.583333333,15000,1200000,3,,3,1,1,-1,[],1,3.932132285,0
EMP0005,5.5,8000,2000000,1,0,2,1,0.43,1,"['English', 'Tamil']",1,4.221938523,0
EMP0317,4,5000,400000,3,3,2,1,1,1,"['English', 'Tamil']",1,2.572464781,0
EMP0098,5,15000,2000000,5,1,4,1,1,-1,[],1,3.166833042,0
EMP0465,9,5000,2000000,3,1,2,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.832907785,0
EMP0264,3,15000,400000,3,4000,3,1,0.43,1,"['English', 'Tamil']",1,2.96149552,1
EMP0179,10,5000,400000,3,0,2,1,0.43,1,"['English', 'Tamil']",1,2.572464781,0
EMP0534,8,15000,400000,3,4,3,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.555863781,0
EMP0501,9,8000,1000000,3,1,2,1,1,1,"['English', 'Hindi']",1,3.832907785,1
EMP0070,3.5,5000,1000000,3,1,3,1,1,1,"['English', 'Malayalam', 'Tamil']",1,2.183434043,1
EMP0859,0,5000,400000,5,,3,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.947443525,0
EMP0051,7,15000,1000000,5,2,5,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.166833042,1
EMP0014,10,15000,1000000,3,0,4,1,0.43,1,"['English', 'Hindi']",1,3.166833042,1
EMP0506,3,5000,125000,5,2,4,1,1,1,['Telugu'],1,3.86553943,0
EMP0202,3,15000,125000,3,2,3,1,0.08,1,"['English', 'Tamil']",1,2.936526506,1
EMP0784,2.25,15000,25000,1,,1,1,1,1,"['English', 'Hindi']",1,2.183434043,1
EMP0822,3.555555556,15000,400000,5,,0,1,1,1,"['English', 'Hindi']",1,2.183434043,1
EMP0332,2,15000,25000,3,1,2,1,1,-1,[],0,4.221938523,0
EMP0834,3.166666667,15000,400000,5,,2,1,1,-1,[],1,3.242973548,1
EMP0233,1.5,5000,2000000,5,2,5,1,1,1,"['English', 'Tamil']",1,2.183434043,0
EMP0538,7,15000,2000000,1,1,4,1,1,-1,[],0,2.605096427,0
EMP0286,6,15000,2000000,5,2,2,1,1,1,"['English', 'Tamil']",1,3.166833042,0
EMP0059,0,0,0,5,2,4,1,1,1,"['English', 'Tamil']",1,2.594219211,1
EMP0722,,8000,1200000,5,,0,,0,1,"['English', 'Hindi']",1,2.572464781,1
EMP0813,,8000,400000,5,,3,,0,1,"['English', 'Hindi', 'Gujarati']",1,3.621127072,0
EMP0527,4,5000,1000000,5,3,3,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.832907785,0
EMP0830,0,8000,1200000,5,,4,,0,1,"['English', 'Hindi']",1,2.183434043,0
EMP0702,2,2000,1000000,3,2,1,1,1,1,"['English', 'Hindi']",1,3.166833042,0
EMP0257,2,15000,2000000,3,1,3,1,0.43,-1,[],1,3.166833042,0
EMP0756,,15000,400000,5,,5,,0,-1,[],1,3.166833042,0
EMP0904,0,15000,1200000,1,,4,,0,1,"['English', 'Hindi']",1,3.638447477,0
EMP0201,0,0,0,5,1,2,1,0.43,-1,[],1,3.188587473,0
EMP0890,0,15000,25000,5,,2,,0,1,"['English', 'Hindi', 'Telugu']",1,3.566740996,1
EMP0721,0.416666667,2000,1200000,1,,1,1,1,1,"['English', 'Hindi', 'Kannada', 'Tamil', 'Telugu']",1,3.166833042,1
EMP0071,8,15000,2000000,3,1,3,1,1,1,"['English', 'Tamil', 'Telugu']",1,3.166833042,1
EMP0856,,8000,1200000,3,,2,,0,1,"['English', 'Hindi']",1,2.194311258,0
EMP0169,3,15000,2000000,3,2,1,1,1,1,"['English', 'Hindi', 'Tamil', 'Telugu']",1,3.166833042,0
EMP0542,3,15000,2000000,3,10000,1,1,0.03,1,"['English', 'Hindi', 'Malayalam', 'Sanskrit', 'Tamil']",1,3.166833042,0
EMP0788,,15000,1200000,5,,3,,0,1,"['English', 'Hindi']",1,3.871303019,1
EMP0903,,15000,1200000,3,,3,,0,1,"['English', 'Telugu']",1,3.555863781,1
EMP0036,3,15000,2000000,5,300000,1,1,1,1,"['English', 'Hindi']",1,3.843785,1
EMP0031,4,15000,400000,5,3,1,1,1,-1,[],1,3.952557151,1
EMP0298,3,15000,1000000,5,2,4,1,1,1,"['English', 'Tamil']",1,4.254570168,1
EMP0658,1,15000,125000,3,3,0,1,0.43,-1,[],1,2.572464781,0
EMP0306,8,15000,125000,3,2,0,1,1,1,"['English', 'Tamil']",1,2.194311258,1
EMP0623,3,15000,2000000,5,2,3,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.555863781,1
EMP0388,6,5000,1000000,3,1,3,1,1,1,"['English', 'Hindi']",-1,3.166833042,0
EMP0133,10,15000,2000000,3,1,3,1,1,1,"['English', 'Tamil']",1,3.832907785,0
EMP0768,,5000,25000,3,,1,,0,1,"['English', 'Hindi']",1,3.166833042,0
EMP0440,5,15000,1000000,5,3,2,1,1,0,"['English', 'Hindi']",1,2.237820118,0
EMP0707,6,5000,2000000,3,0,3,1,1,1,"['English', 'Hindi', 'Marathi']",1,2.849508785,0
EMP0853,6.75,8000,1200000,3,,2,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.555863781,0
EMP0186,1.5,15000,2000000,3,1,2,1,1,1,"['English', 'Hindi']",1,3.166833042,1
EMP0189,2,8000,400000,5,3,1,1,1,1,"['English', 'Tamil']",1,4.610969262,0
EMP0464,3,2000,400000,5,3,4,0.5,1,1,"['English', 'Hindi']",1,2.572464781,0
EMP0774,,15000,1200000,3,,0,,0,1,"['English', 'Tamil']",-1,3.166833042,1
EMP0581,5,15000,1000000,3,3,2,1,1,-1,[],1,3.555863781,0
EMP0112,10,5000,2000000,1,0,3,1,0.43,1,"['English', 'Hindi']",1,4.221938523,1
EMP0661,7,15000,2000000,5,1,3,1,1,1,"['English', 'Hindi', 'Telugu']",1,2.572464781,1
EMP0821,,5000,1200000,5,,4,,0,-1,[],1,3.199464688,0
EMP0695,3,0,1000000,3,3,0,0.5,1,1,"['English', 'Hindi', 'Punjabi']",1,3.238539523,1
EMP0226,8,8000,25000,3,2,3,1,1,1,"['English', 'Tamil']",1,4.333925258,0
EMP0530,0,0,0,5,2,4,0.5,1,1,"['English', 'Hindi']",1,3.166833042,0
EMP0842,,15000,1200000,5,,3,,0,1,"['English', 'Hindi']",1,2.583341996,1
EMP0929,,8000,1200000,1,,1,,0,1,"['English', 'Hindi', 'Telugu']",1,3.553978761,1
EMP0372,7.3,5000,1000000,3,2,3,1,1,-1,[],1,3.166833042,0
EMP0820,,5000,1200000,3,,0,,0,1,"['English', 'Hindi']",1,1,0
EMP0266,7,15000,125000,3,0,3,1,0.08,1,"['English', 'Tamil']",1,4.610969262,0
EMP0371,5,15000,25000,3,1,3,1,1,1,"['English', 'Hindi']",1,3.166833042,0
EMP0461,2,5000,1000000,5,1,4,1,1,1,"['English', 'Hindi', 'Telugu']",1,2.583341996,0
EMP0190,1,15000,2000000,5,1,4,1,1,1,"['English', 'Tamil']",1,2.183434043,1
EMP0850,4.333333333,0,25000,5,,1,1,0.43,1,"['English', 'Hindi']",1,3.627570262,0
EMP0895,0,8000,25000,3,,3,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.832907785,0
EMP0589,0,0,0,3,2,3,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.577618211,0
EMP0462,3,0,2000000,5,2,2,1,1,1,"['English', 'Telugu']",1,3.932132285,0
EMP0543,2,5000,25000,3,2,3,1,0.43,1,"['English', 'Hindi', 'Gujarati']",1,4.221938523,0
EMP0775,,5000,1200000,3,,4,,0,-1,[],1,2.572464781,1
EMP0489,2.5,5000,125000,3,2,2,0.5,0.43,1,"['English', 'Hindi']",0,3.166833042,0
EMP0285,1,5000,125000,3,2,5,1,0.08,1,"['English', 'Tamil']",1,3.832907785,0
EMP0454,3,5000,0,3,2,2,1,0.43,1,"['English', 'Hindi']",1,2.96149552,1
EMP0262,4,5000,2000000,3,1,3,1,0.43,1,['English'],1,2.572464781,1
EMP0304,3,2000,125000,3,2,0,1,1,1,"['English', 'Tamil']",1,3.555863781,1
EMP0804,0,8000,1200000,3,,2,1,1,1,"['English', 'Hindi', 'Telugu']",1,3.832907785,0
EMP0917,,2000,0,5,,2,,0,1,"['English', 'Hindi', 'Telugu', 'Urdu']",1,2.183434043,0
EMP0634,1,15000,2000000,5,1,4,1,0.43,1,"['English', 'Hindi', 'Telugu']",1,3.947443525,1
EMP0624,6,15000,1000000,3,1,3,1,1,1,"['English', 'Hindi', 'Tamil', 'Telugu']",1,3.166833042,1
EMP0740,5.25,15000,400000,3,,2,1,1,1,"['English', 'Hindi', 'Marathi']",1,3.166833042,0
EMP0780,,15000,1200000,3,,1,,0,1,"['English', 'Tamil']",1,3.86553943,1
EMP0605,5,15000,2000000,3,1,2,1,0.43,1,"['English', 'Hindi', 'Marathi']",1,2.936526506,1
EMP0896,5,2000,400000,1,,0,1,0.43,1,"['English', 'Hindi', 'Gujarati']",1,2.183434043,0
